index,Unnamed: 0,Date,User,Tweet,Cleaned_Tweet,Language,Sentiment,radio,blog,festival
14443,14443,2015-06-29 07:49:13+00:00,UmbriaJazz_OFC,"#UJ15 dal 10 al 19 luglio free music dalle 11,30 nel centro di #Perugia, anteprima il 9. info http://t.co/EOY5PtDIb3 http://t.co/wJ2NAW9FLk",UJ15 10 19 luglio free music 1130 centro Perugia anteprima 9 info httptcoEOY5PtDIb3 httptcowJ2NAW9FLk,English,Positive,-,-,-
14445,14445,2015-06-28 23:43:56+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
10|19|July|2015
http://t.co/wG3VC2p2cS 
@telegiornaliste @eFashionITALY @ilNizza http://t.co/Q1e2HL5trk",UmbriaJazzOFC Perugia Italy 1019July2015 httptcowG3VC2p2cS telegiornaliste eFashionITALY ilNizza httptcoQ1e2HL5trk,English,Neutral,-,-,-
14457,14457,2015-06-26 13:28:40+00:00,UmbriaJazz_OFC,"#UJ15 il New Quartet di @EnricoRava1, con special guest Stefano Di Battista. Info e ticket http://t.co/bTzw634w9j http://t.co/wAHPCbM8XD",UJ15 New Quartet EnricoRava1 special guest Stefano Di Battista Info ticket httptcobTzw634w9j httptcowAHPCbM8XD,English,Positive,-,-,-
14461,14461,2015-06-26 08:39:36+00:00,UmbriaJazz_OFC,"@DianneReeves1 vincitrice del @TheGRAMMYs 2015 Best Jazz Vocal Album, il 17 luglio #UJ15, info http://t.co/euVpxJZ2R8 http://t.co/YQuZmpHbVu",DianneReeves1 vincitrice TheGRAMMYs 2015 Best Jazz Vocal Album 17 luglio UJ15 info httptcoeuVpxJZ2R8 httptcoYQuZmpHbVu,English,Positive,-,-,-
14463,14463,2015-06-25 17:38:38+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #I
#UmbriaJazz2015
Friday|10|July|2015 
Programme:
http://t.co/D6o3BoGvNS 
@SLHLuxuryHotels http://t.co/66pupgUSmG",UmbriaJazzOFC Perugia I UmbriaJazz2015 Friday10July2015 Programme httptcoD6o3BoGvNS SLHLuxuryHotels httptco66pupgUSmG,English,Neutral,-,-,-
14464,14464,2015-06-25 17:35:43+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Ita
#UmbriaJazz 2015
OpeningDay
Thursday|09|July|2015 
Programme: 
http://t.co/81lMlvqbbG http://t.co/2IrnNb7hlT",UmbriaJazzOFC Perugia Ita UmbriaJazz 2015 OpeningDay Thursday09July2015 Programme httptco81lMlvqbbG httptco2IrnNb7hlT,English,Neutral,-,-,-
14465,14465,2015-06-25 16:35:59+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
10|19|July|2015
http://t.co/wG3VC2p2cS   
@SLHLuxuryHotels @Webnotte @luxtravelchat http://t.co/k4CWvCUhpR",UmbriaJazzOFC Perugia Italy 1019July2015 httptcowG3VC2p2cS SLHLuxuryHotels Webnotte luxtravelchat httptcok4CWvCUhpR,English,Neutral,-,-,-
14470,14470,2015-06-25 11:44:10+00:00,YAASS_99,Only 20 days and I'll see you #ladygaga #tonybennett #C2C #tour #perugia #umbriajazz http://t.co/E03kvsKZjO,Only 20 days Ill see ladygaga tonybennett C2C tour perugia umbriajazz httptcoE03kvsKZjO,English,Negative,-,-,-
14471,14471,2015-06-25 11:12:30+00:00,UmbriaJazz_OFC,"Esce per @WARNERMUSICIT, su etichetta Rhino, la compilation di #UJ15. Info e pre-sale http://t.co/w4ZtnPl7OV http://t.co/6wjlPJDaTg",Esce WARNERMUSICIT etichetta Rhino compilation UJ15 Info presale httptcow4ZtnPl7OV httptco6wjlPJDaTg,English,Neutral,-,-,-
14473,14473,2015-06-25 10:41:25+00:00,Vittoria_LM,JUST 20 DAYS 😍💙🙈 #CheekToCheekTour #UmbriaJazz http://t.co/miIR5mpECA,JUST 20 DAYS  CheekToCheekTour UmbriaJazz httptcomiIR5mpECA,English,Neutral,-,-,-
14476,14476,2015-06-25 09:21:31+00:00,TarasDolceVita,"@SLHLuxuryHotels @BrufaniPalace While you're there, this is the place to #shop &amp; look the part! http://t.co/O1uisa1k3d #umbriajazz #perugia",SLHLuxuryHotels BrufaniPalace While there place shop amp look part httptcoO1uisa1k3d umbriajazz perugia,English,Neutral,-,-,-
14479,14479,2015-06-25 09:11:43+00:00,TarasDolceVita,Going to #UmbriaJazz? Book your table at La @BottegaVinoPG NOW!   http://t.co/Ox6oqyfLsq #UJ15 #wine #pasta #italy #perugia @UmbriaJazz_OFC,Going UmbriaJazz Book table La BottegaVinoPG NOW httptcoOx6oqyfLsq UJ15 wine pasta italy perugia UmbriaJazzOFC,English,Neutral,-,-,-
14488,14488,2015-06-24 13:29:08+00:00,UmbriaJazz_OFC,Esordio #UJ per @TheoCroker con #AfroPhysicist il 16 luglio al Teatro Morlacchi. Info e ticket http://t.co/9AAFXQimQq http://t.co/i60rI6Rc4N,Esordio UJ per TheoCroker con AfroPhysicist il 16 luglio al Teatro Morlacchi Info e ticket httptco9AAFXQimQq httptcoi60rI6Rc4N,English,Neutral,-,-,-
14491,14491,2015-06-24 08:55:01+00:00,roderikes,YEAH! Tony Bennet en Lady Gaga spelen op @UmbriaJazz_OFC. Terugdenken aan te gekke commercial https://t.co/mkSeqqVDHJ http://t.co/bdgDJS8qM0,YEAH Tony Bennet Lady Gaga spelen UmbriaJazzOFC Terugdenken gekke commercial httpstcomkSeqqVDHJ httptcobdgDJS8qM0,English,Positive,-,-,-
14498,14498,2015-06-23 18:34:20+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Ita
10|19|July|2015
http://t.co/wG3VC2p2cS 
 @europejazznet @giornalemusica @NarniAround http://t.co/G8LuuJv1th",UmbriaJazzOFC Perugia Ita 1019July2015 httptcowG3VC2p2cS europejazznet giornalemusica NarniAround httptcoG8LuuJv1th,English,Neutral,-,-,-
14499,14499,2015-06-23 13:10:19+00:00,UmbriaJazz_OFC,#UJ15 https://t.co/InoB8Rm0Wd,UJ15 httpstcoInoB8Rm0Wd,English,Neutral,-,-,-
14508,14508,2015-06-22 19:24:36+00:00,margserafini,"#UmbriaJazz 10-19 July in #Perugia, #Italy, every year makes the city extra special!  https://t.co/YgpuNhrJuD",UmbriaJazz 1019 July Perugia Italy every year makes city extra special httpstcoYgpuNhrJuD,English,Positive,-,-,-
14509,14509,2015-06-22 17:32:52+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #I
@StefanoBollani
#ArenaSantaGiuliana 
Sun|12|July|2015|9:00pm
http://t.co/EFq0OA3B6Q
https://t.co/O9HL1wVOOX",UmbriaJazzOFC Perugia I StefanoBollani ArenaSantaGiuliana Sun12July2015900pm httptcoEFq0OA3B6Q httpstcoO9HL1wVOOX,English,Neutral,-,-,-
14512,14512,2015-06-22 17:00:05+00:00,idztree,"★: ingresso gratuito: Posted by admin in Festival, MUSICA · umbriajazz ... LIBRI /LA RECENSIONE : “La… http://t.co/Bds7jgXDyf #ReviewSearch", ingresso gratuito Posted admin Festival MUSICA  umbriajazz  LIBRI LA RECENSIONE  La httptcoBds7jgXDyf ReviewSearch,English,Positive,-,-,ingresso gratuito posted admin la recensione la httptcobds7jgxdyf reviewsearch
14514,14514,2015-06-22 15:36:47+00:00,UmbriaJazz_OFC,Nuovo preferito: The Best Of Blue Note At Umbria Jazz Vol. 2 di Various Artists http://t.co/UffIsPS6cb @DeezerItalia,Nuovo preferito The Best Of Blue Note At Umbria Jazz Vol 2 di Various Artists httptcoUffIsPS6cb DeezerItalia,English,Positive,-,-,-
14515,14515,2015-06-22 15:31:43+00:00,UmbriaJazz_OFC,Nuovo preferito: Barber Mouse http://t.co/yQeRXIisqd @DeezerItalia,Nuovo preferito Barber Mouse httptcoyQeRXIisqd DeezerItalia,English,Neutral,-,-,-
14516,14516,2015-06-22 15:31:31+00:00,UmbriaJazz_OFC,Nuovo preferito: Plays Subsonica di Barber Mouse http://t.co/P9TpKJo3ty @DeezerItalia,Nuovo preferito Plays Subsonica Barber Mouse httptcoP9TpKJo3ty DeezerItalia,English,Positive,-,-,-
14517,14517,2015-06-22 15:14:33+00:00,UmbriaJazz_OFC,Nuovo preferito: Mood di Robert Glasper Trio http://t.co/lL4nNd06jw @DeezerItalia,Nuovo preferito Mood Robert Glasper Trio httptcolL4nNd06jw DeezerItalia,English,Neutral,-,-,-
14520,14520,2015-06-22 14:06:52+00:00,TuttoParioli,Funk off a eatalyroma #Roma #jazz UmbriaJazz_OFC #UJ15 BELLISSIMO @ eataly roma https://t.co/VArryyVgch by Romalive,Funk eatalyroma Roma jazz UmbriaJazzOFC UJ15 BELLISSIMO  eataly roma httpstcoVArryyVgch Romalive,English,Neutral,-,-,-
14521,14521,2015-06-22 14:00:06+00:00,SLHLuxuryHotels,Head to Perugia #Italy for the @UmbriaJazz_OFC Stay @BrufaniPalace http://t.co/Lz2GJ7i8WF http://t.co/V0lpHHQPxj,Head Perugia Italy UmbriaJazzOFC Stay BrufaniPalace httptcoLz2GJ7i8WF httptcoV0lpHHQPxj,English,Neutral,-,-,-
14527,14527,2015-06-22 09:09:39+00:00,sarahmicol,#snarkypuppy #umbriajazz #joshuaredman the best way to celebrate my husband's 40th birthday. http://t.co/c4PbIJrCsV,snarkypuppy umbriajazz joshuaredman best way celebrate husbands 40th birthday httptcoc4PbIJrCsV,English,Positive,-,-,-
14530,14530,2015-06-21 15:14:10+00:00,UmbriaJazz_OFC,Anteprima #UJ15 #Eataly #Roma con i @funkoff_2000 http://t.co/I7EUaer7gA,Anteprima UJ15 Eataly Roma con funkoff2000 httptcoI7EUaer7gA,English,Neutral,-,-,-
14531,14531,2015-06-21 15:04:21+00:00,UmbriaJazz_OFC,#UJ15 preview #Eataly #Roma con i @funkoff_2000 http://t.co/dCTRIWP3Wg,UJ15 preview Eataly Roma con funkoff2000 httptcodCTRIWP3Wg,English,Neutral,-,-,-
14544,14544,2015-06-19 07:48:51+00:00,UmbriaJazz_OFC,"#UJ15 il 14 luglio @ChickCorea e @herbiehancock , in esclusiva italiana. Info e ticket http://t.co/AzQ6ekioZ7 http://t.co/PlVECkNRUT",UJ15 14 luglio ChickCorea herbiehancock  esclusiva italiana Info ticket httptcoAzQ6ekioZ7 httptcoPlVECkNRUT,English,Neutral,-,-,-
14553,14553,2015-06-18 08:52:50+00:00,UmbriaJazz_OFC,"#UJ15 @itstonybennett e @ladygaga il 15 luglio, esclusiva italiana. Tickets available http://t.co/n8EDufQER6 http://t.co/PLO8EVO0HQ",UJ15 itstonybennett ladygaga 15 luglio esclusiva italiana Tickets available httptcon8EDufQER6 httptcoPLO8EVO0HQ,English,Neutral,-,-,-
14556,14556,2015-06-17 22:11:41+00:00,MicheleFioroni,I just bought ticket for #Tonybennet and #ladygaga concert @UmbriaJazz_OFC Discover #Perugia one of the four italan gems #travel #Italy,I bought ticket Tonybennet ladygaga concert UmbriaJazzOFC Discover Perugia one four italan gems travel Italy,English,Neutral,-,-,-
14562,14562,2015-06-17 14:07:16+00:00,DanieleScalia1,Somebody can help us with the tickets for #CheekToCheekTour of 15/07 in Perugia @ladygaga @itstonybennett @bobby_campbell @UmbriaJazz_OFC,Somebody help us tickets CheekToCheekTour 1507 Perugia ladygaga itstonybennett bobbycampbell UmbriaJazzOFC,English,Positive,-,-,-
14563,14563,2015-06-17 13:31:49+00:00,UmbriaJazz_OFC,"#UJ15 @BillFrisell ""Guitar in the Space Age"", il 17 luglio. Info e ticket http://t.co/IdON1PgPvn http://t.co/SRoENouCUI",UJ15 BillFrisell Guitar Space Age il 17 luglio Info e ticket httptcoIdON1PgPvn httptcoSRoENouCUI,English,Neutral,-,-,-
14568,14568,2015-06-16 20:23:01+00:00,stesio54,@orlandojulius_ &amp; @gillespeterson in The same night for @UmbriaJazz_OFC ... Can't wait! #uj2015 @zenotestoni @realdjralf @coccodj,orlandojulius amp gillespeterson The night UmbriaJazzOFC  Cant wait uj2015 zenotestoni realdjralf coccodj,English,Neutral,-,-,-
14569,14569,2015-06-16 14:48:23+00:00,UmbriaJazz_OFC,"#UJ15 il 16/7 @reallycassandra con ""Coming Forth by Day"", dedicato a Billie Holiday. Ticket http://t.co/fkWVz04N7o http://t.co/w8rcIzf46C",UJ15 il 167 reallycassandra con Coming Forth Day dedicato Billie Holiday Ticket httptcofkWVz04N7o httptcow8rcIzf46C,English,Positive,-,-,-
14571,14571,2015-06-16 13:15:30+00:00,addisonsingers,@EalingAutmnFest @BrandenburgFest  @UmbriaJazz_OFC @jacquidankworth would love you to follow a new Jazz group @SoBJazz,EalingAutmnFest BrandenburgFest UmbriaJazzOFC jacquidankworth would love follow new Jazz group SoBJazz,English,Positive,-,-,-
14576,14576,2015-06-16 10:59:51+00:00,UmbriaJazz_OFC,"#UJ15, il 19 luglio all'Arena free entry per il concerto di McFerrin, Julius e Peterson http://t.co/5Lp1K2ECFe http://t.co/7gAOAmTsjf",UJ15 19 luglio allArena free entry concerto McFerrin Julius Peterson httptco5Lp1K2ECFe httptco7gAOAmTsjf,English,Positive,-,-,-
14578,14578,2015-06-16 07:56:42+00:00,UmbriaJazz_OFC,"#UJ15 @Thebadplus @Joshua_Redman il 13 luglio #Perugia con il loro nuovo lavoro, info e ticket http://t.co/1kjdTAqEKq http://t.co/tPqSCqiD06",UJ15 Thebadplus JoshuaRedman 13 luglio Perugia nuovo lavoro info ticket httptco1kjdTAqEKq httptcotPqSCqiD06,English,Neutral,-,-,-
14579,14579,2015-06-16 07:26:18+00:00,UmbriaJazz_OFC,See you #UJ15.... https://t.co/BGGTpQ84ZG,See UJ15 httpstcoBGGTpQ84ZG,English,Neutral,-,-,-
14584,14584,2015-06-15 15:31:46+00:00,CharlesLloydSax,Playing at @UmbriaJazz_OFC on July 10th: http://t.co/UL1lB7qlyE,Playing UmbriaJazzOFC July 10th httptcoUL1lB7qlyE,English,Positive,-,-,-
14587,14587,2015-06-15 10:58:25+00:00,UmbriaJazz_OFC,"#UJ15  l'acid jazz dei @BrandNewHeavies il 18 luglio, Arena Santa Giuliana, Info e ticket http://t.co/scbGC6lzZs http://t.co/UYcAK1QZZY",UJ15 lacid jazz BrandNewHeavies 18 luglio Arena Santa Giuliana Info ticket httptcoscbGC6lzZs httptcoUYcAK1QZZY,English,Neutral,-,-,-
14588,14588,2015-06-15 10:54:54+00:00,UmbriaJazz_OFC,#UJ15 @Incognito_world il 18 luglio con il loro ultimo lavoro Amplified Soul. info e ticket http://t.co/kQhAzOJXQj http://t.co/VtfNBKlfea,UJ15 Incognitoworld 18 luglio ultimo lavoro Amplified Soul info ticket httptcokQhAzOJXQj httptcoVtfNBKlfea,English,Neutral,-,-,-
14589,14589,2015-06-15 09:52:48+00:00,UmbriaJazz_OFC,#UJ15 @vijayiyer in trio con Stephan Crump e Marcus Gilmore il 13 luglio. Info e ticket http://t.co/Cw8OahlHVt http://t.co/50twMJ7u3D,UJ15 vijayiyer trio con Stephan Crump e Marcus Gilmore il 13 luglio Info e ticket httptcoCw8OahlHVt httptco50twMJ7u3D,English,Neutral,-,-,-
14591,14591,2015-06-15 09:15:13+00:00,jet2tweets,.@itstonybennett and @ladygaga are playing @UmbriaJazz_OFC this July! Book your flights now: http://t.co/fIcOweeMJ1 http://t.co/dWleDXJ53F,itstonybennett ladygaga playing UmbriaJazzOFC July Book flights now httptcofIcOweeMJ1 httptcodWleDXJ53F,English,Positive,-,-,-
14592,14592,2015-06-15 07:43:05+00:00,UmbriaJazz_OFC,"#UJ15 @robertglasper il 16 luglio presenta  Covered, con Vicente Archer e Damion Reid. Info http://t.co/H02XZpdkp7 http://t.co/0sYm7g5ccP",UJ15 robertglasper 16 luglio presenta Covered Vicente Archer Damion Reid Info httptcoH02XZpdkp7 httptco0sYm7g5ccP,English,Neutral,-,-,-
14593,14593,2015-06-15 02:18:11+00:00,Romey216,@allanharris @UmbriaJazz_OFC @KingJames I am listening to the game... I have no finger nails! Sheesh,allanharris UmbriaJazzOFC KingJames I listening game I finger nails Sheesh,English,Neutral,-,-,-
14594,14594,2015-06-15 02:15:30+00:00,allanharris,@Romey216 @UmbriaJazz_OFC are u watching your boy @KingJames ?,Romey216 UmbriaJazzOFC u watching boy KingJames ,English,Neutral,-,-,-
14595,14595,2015-06-15 02:04:06+00:00,allanharris,@Romey216 @UmbriaJazz_OFC i killed it @Romey216,Romey216 UmbriaJazzOFC killed Romey216,English,Negative,-,-,-
14596,14596,2015-06-15 01:31:14+00:00,Romey216,@allanharris @UmbriaJazz_OFC Right on Al! That was a fun hit... #BIGfun,allanharris UmbriaJazzOFC Right Al That fun hit BIGfun,English,Positive,-,-,-
14597,14597,2015-06-14 21:54:06+00:00,allanharris,"I really dig this live version of Blue Was Angry @UmbriaJazz_OFC , ck out @Romey216 solo, watch to the end: http://t.co/zXgc9xd4NO",I really dig live version Blue Was Angry UmbriaJazzOFC  ck Romey216 solo watch end httptcozXgc9xd4NO,English,Negative,-,-,-
14598,14598,2015-06-14 15:00:13+00:00,Italo_Americano,"While visiting the #UmbriaJazz, take some time to check other gems in #Perugia and close by: http://t.co/f5kkiEOKrU http://t.co/Y1FcOl2v4d",While visiting UmbriaJazz take time check gems Perugia close by httptcof5kkiEOKrU httptcoY1FcOl2v4d,English,Neutral,-,-,-
14600,14600,2015-06-14 09:12:33+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
10|19|July|2015
http://t.co/wG3VC2p2cS  
@zootswings @JazzTimes @LilyDiorMusic http://t.co/pqDY38WL6Y",UmbriaJazzOFC Perugia Italy 1019July2015 httptcowG3VC2p2cS zootswings JazzTimes LilyDiorMusic httptcopqDY38WL6Y,English,Neutral,-,-,-
14603,14603,2015-06-13 14:36:15+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz 2015
OpeningDayProgramme
Thursday|09|July|2015 
http://t.co/81lMlvHMAg  
@DanielaFerranto",UmbriaJazzOFC Perugia Italy UmbriaJazz 2015 OpeningDayProgramme Thursday09July2015 httptco81lMlvHMAg DanielaFerranto,English,Neutral,-,-,-
14604,14604,2015-06-13 14:13:31+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
10|19|July|2015
http://t.co/wG3VC2p2cS 
@marcomissiroli @Umbria24 @RossanaWeddings http://t.co/dYiJbpwsIg",UmbriaJazzOFC Perugia Italy 1019July2015 httptcowG3VC2p2cS marcomissiroli Umbria24 RossanaWeddings httptcodYiJbpwsIg,English,Neutral,-,-,-
14605,14605,2015-06-13 11:33:22+00:00,P10paola,"@SteveNormanReal Never been in Umbria before?  You would like #UmbriaJazz in July, but you are on tour too... ☺☺☺",SteveNormanReal Never Umbria before You would like UmbriaJazz July tour too ,English,Positive,-,-,-
14608,14608,2015-06-12 15:08:59+00:00,emer12,@UmbriaJazz_OFC any tickets for Tony Bennett and Lady Gaga??,UmbriaJazzOFC tickets Tony Bennett Lady Gaga,English,Neutral,-,-,-
14610,14610,2015-06-12 12:20:27+00:00,FestForum,"Also attending #IFF are representatives from @Ostravavplamene, @mastersofrock, @UmbriaJazz_OFC #MusicIndustry #Festival  #Events",Also attending IFF representatives Ostravavplamene mastersofrock UmbriaJazzOFC MusicIndustry Festival Events,English,Positive,-,-,representatives ostravavplamene mastersofrock umbriajazzofc musicindustry events
14618,14618,2015-06-12 08:21:59+00:00,UmbriaJazz_OFC,"#UJ15 @RealSnarkyPuppy lunedì 13 luglio, Arena Santa Giuliana, Info e ticket http://t.co/SIOPTYw2hq http://t.co/lqXjym4DSn",UJ15 RealSnarkyPuppy luned 13 luglio Arena Santa Giuliana Info ticket httptcoSIOPTYw2hq httptcolqXjym4DSn,English,Neutral,-,-,-
14620,14620,2015-06-11 19:01:31+00:00,hstevenson10,Sorry to hear about death of Ornette Coleman. Fortunate to see at 2007 @UmbriaJazz_OFC . Was simply fantastic. https://t.co/LemrFfp5iK,Sorry hear death Ornette Coleman Fortunate see 2007 UmbriaJazzOFC  Was simply fantastic httpstcoLemrFfp5iK,English,Positive,-,-,-
14628,14628,2015-06-11 13:20:45+00:00,UmbriaJazz_OFC,"Apre #UJ15 il 10 luglio all'Arena Paolo Conte, con il suo ultimo album #Snob, Info e ticket http://t.co/6gNExthgSS http://t.co/bAW4kd2LY3",Apre UJ15 10 luglio allArena Paolo Conte ultimo album Snob Info ticket httptco6gNExthgSS httptcobAW4kd2LY3,English,Negative,-,-,-
14630,14630,2015-06-11 11:53:54+00:00,Quality_Villas,"Got your tickets for @UmbriaJazz_OFC festival? With Tony Bennett and @ladygaga performing, it's sure to be fantastic! http://t.co/4QYjAHNR9W",Got tickets UmbriaJazzOFC festival With Tony Bennett ladygaga performing sure fantastic httptco4QYjAHNR9W,English,Positive,-,-,got tickets umbriajazzofc ladygaga performing sure fantastic httptco4qyjahnr9w
14631,14631,2015-06-11 10:41:28+00:00,RossellaSmira,#UMBRIAJAZZ #RENZOARBORE #DANILOREA #FRESU http://t.co/WgXcUwrOOr http://t.co/Z6TEKZK4Gj,UMBRIAJAZZ RENZOARBORE DANILOREA FRESU httptcoWgXcUwrOOr httptcoZ6TEKZK4Gj,English,Neutral,-,-,-
14637,14637,2015-06-11 07:01:21+00:00,AltaUmbriaEu,"В честь 100-летия со дня рождения художника Alberto Burri, его работы украсили афиши фестиваля @UmbriaJazz_OFC http://t.co/aqK1wGqGLA #art",  100    Alberto Burri     UmbriaJazzOFC httptcoaqK1wGqGLA art,English,Neutral,-,-,-
14640,14640,2015-06-10 19:54:38+00:00,Spadaronews,@umbriajazz_official press conference:  concert and food sound good http://t.co/1ETrMqucO3,umbriajazzofficial press conference concert food sound good httptco1ETrMqucO3,English,Positive,-,-,-
14647,14647,2015-06-10 18:00:50+00:00,Maria_arboriana,@UmbriaJazz_OFC without periscope 😢,UmbriaJazzOFC without periscope ,English,Neutral,-,-,-
14656,14656,2015-06-10 17:33:05+00:00,Photo1Roberto,@UmbriaJazz_OFC  bene io spero in un tributo b.b.king http://t.co/bHQZs64V7W,UmbriaJazzOFC bene spero tributo bbking httptcobHQZs64V7W,English,Neutral,-,-,-
14671,14671,2015-06-10 16:02:21+00:00,UmbriaJazz_OFC,LIVE on #Periscope: Umbria Jazz Festival Live from Milan  https://t.co/OFpigt9hzu,LIVE on Periscope Umbria Jazz Festival Live from Milan httpstcoOFpigt9hzu,English,Positive,-,-,live on periscope umbria jazz live from milan httpstcoofpigt9hzu
14673,14673,2015-06-10 14:49:41+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
10|19|July|2015
http://t.co/wG3VC2p2cS  
@Radio3tweet @Jazz_Movement @europejazznet http://t.co/zrFX8Epc1x",UmbriaJazzOFC Perugia Italy 1019July2015 httptcowG3VC2p2cS Radio3tweet JazzMovement europejazznet httptcozrFX8Epc1x,English,Neutral,umbriajazzofc perugia italy 1019july2015 httptcowg3vc2p2cs 3tweet jazzmovement europejazznet httptcozrfx8epc1x,-,-
14674,14674,2015-06-10 14:25:06+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz2015
Programme, Sunday|19|July|2015 
http://t.co/KZWjCYDbtj
@jazzcanarias http://t.co/eAfbil7yxh",UmbriaJazzOFC Perugia Italy UmbriaJazz2015 Programme Sunday19July2015 httptcoKZWjCYDbtj jazzcanarias httptcoeAfbil7yxh,English,Neutral,-,-,-
14675,14675,2015-06-10 14:18:47+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz2015
Programme,Saturday|18|July|2015 
http://t.co/kbshhINSGK
@AlissiaB http://t.co/z4fhtl2wHa",UmbriaJazzOFC Perugia Italy UmbriaJazz2015 ProgrammeSaturday18July2015 httptcokbshhINSGK AlissiaB httptcoz4fhtl2wHa,English,Neutral,-,-,-
14676,14676,2015-06-10 14:05:23+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz2015
Programme, Friday|10|July|2015 
http://t.co/D6o3BoGvNS
@BestTours_it http://t.co/s0VERgn3yr",UmbriaJazzOFC Perugia Italy UmbriaJazz2015 Programme Friday10July2015 httptcoD6o3BoGvNS BestToursit httptcos0VERgn3yr,English,Neutral,-,-,-
14677,14677,2015-06-10 14:03:08+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia Italy
#UmbriaJazz2015
Programme, Friday|17|July|2015 
http://t.co/BLr3KUr3Ak 
@BestTours_it http://t.co/6csHRcIpDt",UmbriaJazzOFC Perugia Italy UmbriaJazz2015 Programme Friday17July2015 httptcoBLr3KUr3Ak BestToursit httptco6csHRcIpDt,English,Neutral,-,-,-
14678,14678,2015-06-10 14:02:22+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz2015
Programme Thursday|16|July|2015 
http://t.co/EWOhhulvSi http://t.co/8DjNdxTjr7",UmbriaJazzOFC Perugia Italy UmbriaJazz2015 Programme Thursday16July2015 httptcoEWOhhulvSi httptco8DjNdxTjr7,English,Neutral,-,-,-
14680,14680,2015-06-10 13:42:54+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz 2015
Programme,Wednes|15|July|2015 
http://t.co/zoedUu6irk
@DomGibraltar http://t.co/YsokZaWxG2",UmbriaJazzOFC Perugia Italy UmbriaJazz 2015 ProgrammeWednes15July2015 httptcozoedUu6irk DomGibraltar httptcoYsokZaWxG2,English,Neutral,-,-,-
14682,14682,2015-06-10 13:30:20+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz 2015
Programme,Tuesday|14|July|2015 
http://t.co/deo4mw3sst http://t.co/3SeYPpA7KG",UmbriaJazzOFC Perugia Italy UmbriaJazz 2015 ProgrammeTuesday14July2015 httptcodeo4mw3sst httptco3SeYPpA7KG,English,Neutral,-,-,-
14683,14683,2015-06-10 13:22:06+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz 2015
Programme, Monday|13|July|2015 
http://t.co/8ixQWIeWS6
@jazz_posts http://t.co/YdZnRBtDEG",UmbriaJazzOFC Perugia Italy UmbriaJazz 2015 Programme Monday13July2015 httptco8ixQWIeWS6 jazzposts httptcoYdZnRBtDEG,English,Neutral,-,-,-
14684,14684,2015-06-10 13:14:57+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia Italy
#UmbriaJazz2015
ProgrammeSunday|12|July|2015 
http://t.co/v2sRj9oaik 
@StefanoBollani http://t.co/9K0Xla7TDJ",UmbriaJazzOFC Perugia Italy UmbriaJazz2015 ProgrammeSunday12July2015 httptcov2sRj9oaik StefanoBollani httptco9K0Xla7TDJ,English,Neutral,-,-,-
14685,14685,2015-06-10 13:04:11+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz 2015
Programme, Saturday|11|July|2015 
http://t.co/dlCZKqoczF
@Jazzineu http://t.co/uN2Sq0DTDF",UmbriaJazzOFC Perugia Italy UmbriaJazz 2015 Programme Saturday11July2015 httptcodlCZKqoczF Jazzineu httptcouN2Sq0DTDF,English,Neutral,-,-,-
14686,14686,2015-06-10 12:43:48+00:00,jazzsharing,"→@UmbriaJazz_OFC #Perugia #Italy
#UmbriaJazz 2015
Programme, Thursday|09|July|2015 
http://t.co/81lMlvHMAg http://t.co/DInk3kGoeF",UmbriaJazzOFC Perugia Italy UmbriaJazz 2015 Programme Thursday09July2015 httptco81lMlvHMAg httptcoDInk3kGoeF,English,Neutral,-,-,-
